pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop
the long,3.4508679481,0.0094189432,7.2223673305,0.0001273726,1,0.4113353873,2.9818915144,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166202170,0.5000000000,1,0
to reinforcement learning,1.3364477859,0.0041851940,1.0456646312,0.0000171046,1,0.7219518618,1.0860225730,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087483659,0.3333333333,1,0
to changes in,16.2879573910,0.0146107633,10.0610241113,0.0001645744,1,0.4181909064,1.6324021448,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0095434533,1.0000000000,1,1
an automatic,23.5289310600,0.0146113475,10.9404323214,0.0001146258,1,0.1930791049,0.4397040092,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0038353226,0.5000000000,1,0
to control the,15.0104526328,0.0169567107,11.8071535675,0.0002334911,1,0.4837193622,3.6024012460,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161229735,0.6666666667,1,1
neural network model,8.1701176560,0.0157196437,11.5048209041,0.0002858833,1,0.4468088972,0.6392760199,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069248873,0.0000000000,0,0
to find a,13.7869700966,0.0182645070,12.8535698080,0.0002856786,1,0.4944529785,2.0043559599,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0107786463,1.0000000000,1,1
to state of,2.5647235579,0.0112560558,6.5929548867,0.0002093758,1,0.5231234391,1.4833257432,49,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0126751005,0.6666666667,1,1
new family of,40.6460158859,0.0221751992,12.8341529180,0.0002017001,1,0.2767073995,1.6007079910,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077947543,0.6666666667,1,1
models are,15.9966054543,0.0382564925,30.4961419469,0.0010145996,1,0.4467111370,0.6556304802,121,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069966069,0.5000000000,0,1
paper we use,10.3396347375,0.0102098771,7.3870317356,0.0001059786,1,0.3053605305,0.5157269781,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0066900746,0.6666666667,0,1
to mimic the,16.7033608245,0.0142154454,9.7535589621,0.0001532859,1,0.3198113480,2.5379358888,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0157812196,0.6666666667,1,1
evaluate our approach,143.2315493069,0.0563635840,23.2853933679,0.0004954996,1,0.2315632326,0.3676834397,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0045293047,0.3333333333,0,0
to tackle the,7.8424316066,0.0093258758,6.8307510720,0.0001027811,1,0.3859446094,2.5489969753,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158363915,0.6666666667,1,1
image question,22.8224218426,0.0137776692,10.3735515201,0.0001040593,1,0.8181818182,1.2318232983,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035919511,0.0000000000,0,0
derived from,202.9811856215,0.0901912435,38.6800486278,0.0008516909,1,0.1750954535,0.3614610026,53,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035528896,0.5000000000,0,1
to tackle this,37.5875939793,0.0194666033,11.4685503246,0.0001645345,1,0.3712897692,1.0777703393,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080107403,0.6666666667,1,1
to characterize the,20.0962309920,0.0149286854,9.9516397595,0.0001497405,1,0.2769362404,2.1945064360,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0157983230,0.6666666667,1,1
to cope with,33.9922589030,0.0211071504,12.7136526843,0.0002079651,1,0.2973605833,1.0211459602,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077783742,0.6666666667,1,1
a probability distribution,19.4559545113,0.0159685640,10.7018284398,0.0001750564,1,0.4004345967,2.5301198864,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062872834,0.3333333333,1,0
to approximate the,10.4931369282,0.0121698326,8.7955941563,0.0001493061,1,0.4577793834,3.6139101471,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161165578,0.6666666667,1,1
to design a,18.0420451100,0.0147741132,10.0206236244,0.0001574830,1,0.4835746618,1.5179719892,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0107305905,0.6666666667,1,1
to converge to,24.0560601467,0.0155732827,10.0572665899,0.0001442874,1,0.4432076920,0.9900279460,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0105948571,0.6666666667,1,1
and show that,6.2969305410,0.0303400553,22.1572842038,0.0012104556,1,0.4756499670,1.0675050141,145,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0097331426,1.0000000000,1,1
and show how,8.3756616504,0.0129954845,9.5047650564,0.0001928434,1,0.3851572282,1.3547538648,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0071181558,1.0000000000,1,1
and convolutional neural,1.3210142824,0.0039977193,0.9644053259,0.0000151565,1,0.5028989344,0.9909889827,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078628924,0.3333333333,1,0
and a set,3.2611177664,0.0060137795,3.9204826982,0.0000589908,1,0.5754215376,2.6215854527,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0106785466,0.6666666667,1,0
introducing a,19.7361421246,0.0168386194,13.0002050433,0.0001713895,1,0.3544603808,1.7822449646,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077958559,0.5000000000,0,1
of data with,9.7022269558,0.0112765255,8.1930940631,0.0001340195,1,0.5977476754,1.0102598751,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0111902589,0.6666666667,1,1
by their,6.2045392766,0.0089305412,7.5258270421,0.0000938503,1,0.3717615561,0.5105769737,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0052077509,1.0000000000,1,1
code and,10.2369197950,0.0124422292,10.4021916887,0.0001407009,1,0.2779846318,0.9868115859,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074330594,0.5000000000,0,1
and on the,0.4990498400,0.0026540182,-2.6006363791,-0.0000441461,1,0.9162709290,3.3536962413,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0179560178,1.0000000000,1,1
and the ability,5.9885980801,0.0081494226,5.9362852295,0.0000893222,1,0.3853850886,1.9004821473,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0155618037,0.6666666667,1,0
an order,15.3942730765,0.0152578429,12.2267998541,0.0001653807,1,0.1172880702,0.1500253218,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0043730106,0.5000000000,1,0
and the results,3.7822724716,0.0067644882,4.6083810226,0.0000724248,1,0.5946982661,3.1893955523,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166185522,0.6666666667,1,0
builds on,107.6918345360,0.0325358091,16.8713614900,0.0001839835,1,0.2524635669,0.6007502743,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044329605,0.5000000000,0,1
and the use,3.4220560457,0.0058736961,3.8903653809,0.0000558134,1,0.6338037688,2.6751559991,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161761031,1.0000000000,1,1
and speech recognition,2.7220900364,0.0052386473,3.1667047887,0.0000454314,1,0.2756450034,0.8146623659,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065318051,0.3333333333,1,0
the machine learning,0.8813331088,0.0039992100,-0.5359287654,-0.0000103155,1,0.5021617174,2.2288553088,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0142744988,0.3333333333,1,0
adversarial networks gans,1692.9365079365,0.2262814111,40.7188992504,0.0010118241,1,0.3490490071,0.4071485528,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0033204333,0.0000000000,0,0
and demonstrate that,6.3308036846,0.0153673223,11.2252953789,0.0003097754,1,0.4407730806,1.1233313565,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0091268154,0.6666666667,1,1
and that the,1.4592100585,0.0060645255,1.8894761674,0.0000428608,1,0.9372791602,3.6669748481,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0185731879,1.0000000000,1,1
our method achieves,140.9750299800,0.0476868905,19.7943311294,0.0003592106,1,0.2985273611,0.4722893294,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046567587,0.3333333333,1,0
and that it,4.0307871693,0.0075427006,5.2157270327,0.0000885375,1,0.6962832330,1.5214780237,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0098817427,1.0000000000,1,1
on a dataset,28.6489842747,0.0228012566,14.2345600929,0.0002739862,1,0.4454876294,1.2449125108,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0089924026,0.6666666667,1,0
solutions to,11.9325695172,0.0150188105,12.3963579788,0.0001874654,1,0.3420264746,1.5707817907,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083675163,0.5000000000,0,1
and compare it,46.0661390774,0.0215505730,12.1117706333,0.0001737625,1,0.2487252514,0.7110131899,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0067525444,0.6666666667,1,1
for vqa,12.5666151255,0.0102236047,8.3945222953,0.0000842072,1,0.8181818182,1.0549487515,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042685476,0.5000000000,1,0
and compare the,5.4131261931,0.0073874064,5.3405391999,0.0000766185,1,0.4615232754,4.2091850149,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0154439895,0.6666666667,1,1
and deep learning,1.6396422383,0.0058918558,2.2659831884,0.0000471102,1,0.4789574416,0.8778908645,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094005065,0.3333333333,1,0
and present a,2.3427278553,0.0061473626,3.4052640021,0.0000617958,1,0.5236988829,1.8388801815,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0106923604,0.6666666667,1,1
and apply it,37.4287380004,0.0194254240,11.4551573087,0.0001643423,1,0.2777966452,1.2546572958,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0067687125,0.6666666667,1,1
and its variants,50.6727529851,0.0237056304,13.0190403123,0.0001958951,1,0.2970595524,0.9922959317,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0059539397,0.6666666667,1,0
and iii,50.1901553376,0.0288947644,18.3668186749,0.0002605568,1,0.3028482241,1.6476823152,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070824076,0.5000000000,1,0
and machine translation,5.7375789989,0.0096203804,6.9881493766,0.0001268150,1,0.3126028914,1.1213453728,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0063894233,0.3333333333,1,0
with varying,45.8167737465,0.0195212284,12.6849298770,0.0001272452,1,0.2619296195,1.0419467351,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0039295686,0.5000000000,1,0
and it is,2.9081321612,0.0088972720,5.5469499005,0.0001307629,1,0.5455966069,1.1476614883,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0098522992,1.0000000000,1,1
and we show,1.5944084345,0.0063392476,2.3325139000,0.0000529106,1,0.6594935495,1.7781403305,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0104056209,1.0000000000,1,1
and object detection,8.1326640593,0.0094968740,6.9512759309,0.0001045946,1,0.3114226035,0.6897796837,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062240531,0.3333333333,1,0
and cifar datasets,59.8859808006,0.0300937375,15.8499613935,0.0002784981,1,0.0000000000,0.0000000000,15,0,0,0,0,0.0061417503,0.3333333333,1,0
few shot,1320.0849201474,0.1610965191,36.6387566321,0.0005650469,1,0.3873299794,0.5372208055,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0010253184,0.5000000000,1,0
and reinforcement learning,1.7402763651,0.0054613686,2.2843816494,0.0000427308,1,0.5011295400,1.2575218793,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081427408,0.3333333333,1,0
and computer vision,5.8651218310,0.0105994477,7.7109935949,0.0001524879,1,0.1604840227,0.8210661159,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057029048,0.6666666667,1,0
with its,6.1583902306,0.0105715282,8.9054404373,0.0001319526,1,0.3955788946,0.7501489350,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0053682077,1.0000000000,1,1
in the presence,37.9222437961,0.0327185421,19.2374580528,0.0004618225,1,0.4118153472,2.8058500414,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0146424256,0.6666666667,1,0
proposed as a,10.8047711769,0.0114331612,8.2445196243,0.0001295700,1,0.3141946725,1.1761803251,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0090825002,0.6666666667,0,1
and semi supervised,9.0189730121,0.0150770531,10.9966523542,0.0002494473,1,0.3541805917,1.1676309959,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0059552174,0.3333333333,1,0
ii the,4.2447484603,0.0059418389,4.7947866258,0.0000480975,1,0.3201871910,5.1609373407,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160072070,0.5000000000,0,1
and at the,4.1395839263,0.0079121023,5.5019418685,0.0000966741,1,0.4891710019,2.8270665526,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0162520677,1.0000000000,1,1
and recurrent neural,2.6615991467,0.0069498510,4.1532360508,0.0000799413,1,0.4375831851,1.0961416469,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076926508,0.3333333333,1,0
values and,6.4029036076,0.0090721765,7.6555828691,0.0000954684,1,0.3636434537,1.1515394599,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0075729236,0.5000000000,0,1
of state of,1.0730453860,0.0055037155,0.3730549617,0.0000089557,1,0.5456789033,1.6263884621,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0134880627,0.6666666667,1,1
and unlabeled data,9.8173739017,0.0099486827,7.2231281014,0.0001036272,1,0.5262636279,1.6763728060,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0075609169,0.3333333333,1,0
we test the,6.7455880253,0.0090337579,6.6125843086,0.0001039226,1,0.3777793322,1.9205115204,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0153498378,0.6666666667,1,1
the curse of,27.6069435849,0.0217521175,13.6807420343,0.0002559072,1,0.4084144950,3.3194847449,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0165530024,0.6666666667,1,1
and do not,4.5795161789,0.0077472825,5.4861828609,0.0000897409,1,0.2550965161,0.8331046743,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062861812,1.0000000000,1,1
in the real,7.4497789044,0.0094935847,6.9565546666,0.0001093284,1,0.5501305353,3.1882201845,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0154875788,0.6666666667,1,0
the proposed method,24.8386764592,0.0640846571,41.1388178675,0.0023901330,1,0.4540405454,3.1630722937,164,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0136690224,0.3333333333,1,0
it as a,7.2838134053,0.0093872405,6.8785091146,0.0001081019,1,0.3947349341,1.1618988648,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0093844866,1.0000000000,1,1
the proposed learning,2.1009807485,0.0046023427,2.3476884024,0.0000336813,1,0.5313730945,2.9502759117,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0145569687,0.3333333333,1,0
the proposed algorithms,14.2181264555,0.0136508841,9.5709995402,0.0001565587,1,0.5404648890,3.6108458544,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0132444978,0.3333333333,1,0
the model can,5.5022835657,0.0094210518,6.8206527993,0.0001237754,1,0.5071915245,2.9299920033,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0151656000,0.6666666667,1,1
the model s,9.3290047158,0.0118776685,8.6488688455,0.0001519684,1,0.4465178572,3.1203596735,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139697764,0.6666666667,1,1
the first time,29.2308814428,0.0307088717,19.0931600369,0.0004900057,1,0.3015851267,2.8651711962,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0126163282,1.0000000000,1,1
the current state,19.4872542952,0.0273234189,18.3068339882,0.0005119805,1,0.2851135118,3.0387876052,38,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0123425776,0.3333333333,1,0
the art on,5.3059845483,0.0144438580,10.4218733804,0.0002952748,1,0.4345413396,2.7303406765,39,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0145252518,0.6666666667,1,1
the art neural,3.6087003412,0.0071368627,4.8018473687,0.0000815118,1,0.3227093447,1.6931325768,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0137549269,0.3333333333,1,0
the art in,3.3686143310,0.0126340471,8.3262026726,0.0002589669,1,0.4589731007,2.5592584516,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0156767933,0.6666666667,1,1
the art approaches,28.2229200138,0.0282259068,17.6743300114,0.0004242974,1,0.2944496060,3.0263386528,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0125985062,0.3333333333,1,0
step in,5.6346191053,0.0085105042,7.1285591571,0.0000888962,1,0.3152887548,0.8544588889,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069028705,0.5000000000,0,1
the art algorithms,12.8370282653,0.0143899789,10.2093353118,0.0001852703,1,0.3221128825,2.2871247551,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0129877142,0.3333333333,1,0
the art methods,28.2777005262,0.0503715094,31.5290585935,0.0013494424,1,0.3185711304,2.4617407997,89,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0132944694,0.3333333333,1,0
the art baselines,29.2308814428,0.0180046720,11.1943573427,0.0001684395,1,0.2007884262,2.0053652444,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0118919846,0.3333333333,1,0
overall accuracy,159.9567005322,0.0347776126,16.0482528807,0.0001534917,1,0.0793192087,0.0180059027,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0019225967,0.5000000000,1,0
the task of,24.0724906000,0.0582897841,37.6389245140,0.0020204568,1,0.5196283471,2.4093189201,140,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0179079363,0.6666666667,1,1
the system is,7.4632037726,0.0095021348,6.9627915303,0.0001094265,1,0.5461375281,3.0768960668,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0149268905,1.0000000000,1,1
estimating the,18.6580094316,0.0251963399,19.6300529108,0.0003982766,1,0.3214790354,3.8783479493,45,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159908392,0.5000000000,0,1
the training data,7.4051566322,0.0206287289,15.1161018380,0.0005177565,1,0.5003464884,2.5763229762,57,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0150408226,0.3333333333,1,0
the training set,10.7692721105,0.0174357289,12.5762978994,0.0003019119,1,0.4511723041,3.9018601994,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0134029333,0.3333333333,1,0
of images and,5.6556382961,0.0089345513,6.4829938066,0.0001100495,1,0.6522257568,1.9529485157,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0119148187,0.6666666667,1,1
the results show,5.8461762886,0.0161038682,11.7129113276,0.0003524841,1,0.3357003907,2.1979457538,44,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0135979560,0.6666666667,1,1
contrast the,2.7065630966,0.0045238441,3.1486153556,0.0000301146,1,0.3453270891,3.1150825653,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161091017,0.5000000000,0,1
the results of,10.8924191694,0.0227184667,16.3717629138,0.0005092051,1,0.6138492630,3.5309375552,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0180371395,0.6666666667,1,1
experimental results show,135.0237766612,0.1037018698,43.6006011824,0.0017581437,1,0.0522665620,0.0582494849,79,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0037619158,0.3333333333,0,1
of applications,3.5403564926,0.0098168758,7.5853645572,0.0001376527,1,0.3146317113,1.3049146208,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0103082887,0.5000000000,1,0
the results are,5.7692529164,0.0093405690,6.7875682836,0.0001192637,1,0.4000121173,2.6569428572,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0144964372,0.6666666667,1,1
the potential of,14.4845999593,0.0191069414,13.3654300663,0.0003031805,1,0.4126176902,2.6447182964,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0168603502,0.6666666667,1,1
compute the,9.2308046662,0.0137277768,11.5486889472,0.0001814979,1,0.3141463475,4.7738970596,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160481812,0.5000000000,0,1
the potential to,19.7829441996,0.0223297254,14.9241008121,0.0003385373,1,0.4119210399,2.1237947933,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160473879,0.6666666667,1,1
the same class,29.2308814428,0.0203120094,12.6289383000,0.0002143775,1,0.3106422339,3.4050222703,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0119252852,0.6666666667,1,0
the highest,29.2308814428,0.0199459973,14.3198700276,0.0001837521,1,0.2634472289,3.1453484677,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0157740213,0.5000000000,1,0
the content of,17.7927104435,0.0158472164,10.7714415572,0.0001828463,1,0.4379453091,2.3665467563,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0168065565,0.6666666667,1,1
the best results,22.7351300111,0.0179135085,11.6886058130,0.0001984153,1,0.4675774616,2.9404912359,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0125549033,0.6666666667,1,0
images are,5.0979113091,0.0073461316,6.0945272010,0.0000689701,1,0.5905658250,0.5703404277,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056225186,0.5000000000,0,1
the domain of,20.4805506402,0.0203214048,13.5035057830,0.0002739743,1,0.5082549004,3.0537526025,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0173765371,0.6666666667,1,1
the performance and,1.9570581961,0.0044419103,2.1232873819,0.0000304619,1,0.5873762673,2.7851817152,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166267781,0.6666666667,1,1
to learn the,3.6381783770,0.0145855868,9.8356423397,0.0003398326,1,0.5168549810,3.2412597719,58,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0167229081,0.6666666667,1,1
the relationship between,18.0360757839,0.0229634925,15.5759104712,0.0003805404,1,0.2650885847,3.6878747944,29,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0118550389,0.6666666667,1,1
for robust,6.9980674426,0.0097594167,8.2546261034,0.0001059231,1,0.3480672759,0.4664301528,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046990036,0.5000000000,1,0
the cross,3.5611226123,0.0069619077,5.3884754162,0.0000691448,1,0.3590295995,4.0714783864,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0162641957,0.5000000000,1,0
the characteristics of,9.2683282624,0.0110214896,8.0281313762,0.0001313211,1,0.4532411653,3.7378292979,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0167077750,0.6666666667,1,1
recently developed,223.4657706955,0.0468679252,19.5033579865,0.0002126856,1,0.0000000000,0.0000000000,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0014678584,0.0000000000,0,0
the strength of,20.6335633714,0.0157995842,10.4855551347,0.0001647898,1,0.2922685960,2.1045358185,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0165859236,0.6666666667,1,1
the efficacy,34.7986683843,0.0362714454,25.0993146698,0.0005367894,1,0.2959008779,3.3153802554,50,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158786937,0.5000000000,1,0
the case of,17.8422263352,0.0290764490,19.7550343256,0.0006144337,1,0.4916747167,3.5698542777,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0170014378,0.6666666667,1,1
the distribution of,12.6224260776,0.0219902989,15.6297180832,0.0004371105,1,0.4920120188,3.0869309521,38,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0172972180,0.6666666667,1,1
the latent variables,9.1346504509,0.0135715322,9.8926998040,0.0002007142,1,0.5495553897,4.5734252918,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0117962774,0.3333333333,1,0
the power of,12.7240307457,0.0217861823,15.4714602074,0.0004269534,1,0.4685261436,2.8922100548,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0168919184,0.6666666667,1,1
the classification accuracy,4.8050764016,0.0076244529,5.4375065761,0.0000854553,1,0.3281913583,1.9546427196,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0130463644,0.3333333333,1,0
the classification performance,6.6987436640,0.0086190805,6.3079550079,0.0000949147,1,0.3630140276,2.7952205623,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0135512082,0.3333333333,1,0
the most popular,25.0550412367,0.0213231680,13.6658640815,0.0002630399,1,0.2380126818,1.4944083306,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0116492254,0.6666666667,1,0
the ability to,11.9798694438,0.0300970958,21.5053826706,0.0008449405,1,0.4273067874,2.2171061504,75,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161674288,0.6666666667,1,1
the generative model,3.9349263481,0.0074524700,5.1256671366,0.0000870087,1,0.6566316609,3.2163951748,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139643787,0.3333333333,1,0
the data distribution,18.6014700091,0.0198450042,13.3959713715,0.0002785045,1,0.5367726478,4.3319945457,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139201425,0.3333333333,1,0
the data and,2.7902205014,0.0076859371,4.7022754383,0.0000977611,1,0.5999553187,2.8806727633,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0177382729,0.6666666667,1,1
the data is,2.3470050794,0.0051017747,2.8295455425,0.0000425757,1,0.6381596083,2.4917810216,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0165852562,0.6666666667,1,1
the resulting model,23.1614610596,0.0167394627,10.8859037707,0.0001710817,1,0.4259278638,3.3609310058,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0134700649,0.3333333333,1,0
an exponential,83.8218169014,0.0337763981,18.7893544638,0.0002411044,1,0.1000890313,0.0600710179,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035705173,0.5000000000,1,0
the presence of,26.1539465541,0.0366709043,23.3096230976,0.0007552117,1,0.4120152680,3.0599819970,51,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166502146,0.6666666667,1,1
the benefit of,17.5385288657,0.0162858386,11.0937739241,0.0001949276,1,0.3975414934,3.0157968511,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166716430,0.6666666667,1,1
in this paper we show how,44.4634884346,0.0341394371,13.6818713734,0.0004476056,1,0.3339058070,0.7250802409,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0073667422,0.8333333333,1,1
the input data,19.3221080724,0.0275630627,18.4929999250,0.0005239478,1,0.5725812031,3.7850022418,39,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0141648824,0.3333333333,1,0
the sense,16.0228535316,0.0211723635,16.8736808804,0.0003104329,1,0.2907988127,2.8345630605,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159847103,0.5000000000,1,0
