DISPLAY_NAME,NORMALIZED_NAME,FREQUENCY
Backpack,backpack,7
Backpropagation learning,backpropagation learning,7
Backstepping controller,backstepping controller,7
Backup battery,backup battery,7
Bacterial adhesin,bacterial adhesin,7
Bacterial population,bacterial population,7
Baffle,baffle,7
Bag-of-words representation,bag of words representation,7
Bag semantics,bag semantics,7
Balanced allocation,balanced allocation,7
Ball bearing,ball bearing,7
Banach spaces,banach spaces,7
Bandwidth demand,bandwidth demand,7
Bandwidth limitation,bandwidth limitation,7
Bantu languages,bantu languages,7
Bar induction,bar induction,7
Barnes-hut algorithm,barnes hut algorithm,7
Barrier,barrier,7
Base data,base data,7
Base language,base language,7
Base Number,base number,7
Base table,base table,7
Baseball game,baseball game,7
Baseboard,baseboard,7
Baseline study,baseline study,7
Basic class,basic class,7
Basic construction,basic construction,7
Basic functionality,basic functionality,7
Basic object,basic object,7
Basic paradigm,basic paradigm,7
Basic system,basic system,7
Basic understanding,basic understanding,7
Basins of attraction,basins of attraction,7
Basis theorem,basis theorem,7
Bastion host,bastion host,7
Batching,batching,7
Bathtub,bathtub,7
Battery aware,battery aware,7
Bayes,bayes,7
Bayes network,bayes network,7
Bayesian econometrics,bayesian econometrics,7
Bayesian fusion,bayesian fusion,7
Bayesian Knowledge Tracing,bayesian knowledge tracing,7
Bayesian logistic regression,bayesian logistic regression,7
Bayesian setting,bayesian setting,7
Bayesian statistic,bayesian statistic,7
BDI,bdi,7
BDI agent,bdi agent,7
Beam pattern,beam pattern,7
Beam tracking,beam tracking,7
Bedtime,bedtime,7
Behavior-driven development,behavior driven development,7
Behavior space,behavior space,7
Behavioral neuroscience,behavioral neuroscience,7
Behavioral simulation,behavioral simulation,7
Behavioral synthesis tool,behavioral synthesis tool,7
Behaviors,behaviors,7
Being with,being with,7
Belief function theory,belief function theory,7
Belief propagation decoding,belief propagation decoding,7
Belief theory,belief theory,7
Benchmark example,benchmark example,7
Benchmark functions,benchmark functions,7
Bessel's correction,bessel s correction,7
Best alignment,best alignment,7
Best alternative,best alternative,7
Best attack,best attack,7
Best classifier,best classifier,7
Best trade-off,best trade off,7
Beta diversity,beta diversity,7
Better efficiency,better efficiency,7
Better insight,better insight,7
Better prediction performance,better prediction performance,7
Better scalability,better scalability,7
Better way,better way,7
Between-class scatter matrix,between class scatter matrix,7
Bhattacharyya coefficient,bhattacharyya coefficient,7
Bi clustering,bi clustering,7
Bias detection,bias detection,7
Bias–variance tradeoff,bias variance tradeoff,7
Bibliographic data,bibliographic data,7
Bibliographic Reference,bibliographic reference,7
Bic,bic,7
Biclustering method,biclustering method,7
Bicmos analogue integrated circuits,bicmos analogue integrated circuits,7
Biconnected components,biconnected components,7
Bicriteria optimization,bicriteria optimization,7
Bidiagonalization,bidiagonalization,7
Billing system,billing system,7
Bim,bim,7
Bimatrix game,bimatrix game,7
Binary,binary,7
Binary division,binary division,7
Binary file,binary file,7
Binary linear block codes,binary linear block codes,7
Binary outcome,binary outcome,7
Binary rewriting,binary rewriting,7
Binding site prediction,binding site prediction,7
Bink Video,bink video,7
Binoculars,binoculars,7
Bio-inspired,bio inspired,7
Bioassays,bioassays,7
Biobjective optimization,biobjective optimization,7
Bioelectric potentials,bioelectric potentials,7
Bioethics,bioethics,7
Biogeography,biogeography,7
Bioinformatics research,bioinformatics research,7
Biological application,biological application,7
Biological context,biological context,7
Biological neuron,biological neuron,7
Biological pest control,biological pest control,7
Biological research,biological research,7
Biomedical,biomedical,7
Biomedical communication,biomedical communication,7
Biomimicry,biomimicry,7
Biomonitoring,biomonitoring,7
Biopolymer,biopolymer,7
Biotelemetry,biotelemetry,7
Biped locomotion,biped locomotion,7
Biquaternion,biquaternion,7
Birth and death process,birth and death process,7
Bispectral index,bispectral index,7
Bist scheme,bist scheme,7
Bit time,bit time,7
Bivalent chromatin,bivalent chromatin,7
Black box function,black box function,7
Bleed,bleed,7
Blind,blind,7
Blind equalizers,blind equalizers,7
Blinn–Phong shading model,blinn phong shading model,7
Block coding,block coding,7
Block operation,block operation,7
Block type,block type,7
Blood cell,blood cell,7
Blood glucose monitoring,blood glucose monitoring,7
Blood-oxygen-level dependent,blood oxygen level dependent,7
Blood type,blood type,7
Blue point,blue point,7
Blurred image,blurred image,7
Body awareness,body awareness,7
Body dynamics,body dynamics,7
Body images,body images,7
Body orifice,body orifice,7
Bohr model,bohr model,7
Bologna Process,bologna process,7
Book value,book value,7
Books,books,7
Boolean matrix factorization,boolean matrix factorization,7
Bootstrapping method,bootstrapping method,7
Borda rule,borda rule,7
Borel equivalence relation,borel equivalence relation,7
Botnet detection,botnet detection,7
Bottlenecks,bottlenecks,7
Bottom-up manner,bottom up manner,7
Bottom-up process,bottom up process,7
Bound,bound,7
Bound technique,bound technique,7
Boundary layer thickness,boundary layer thickness,7
Boundary shape,boundary shape,7
Bounded deformation,bounded deformation,7
Bounded depth,bounded depth,7
Bounded search,bounded search,7
Bounded storage model,bounded storage model,7
Bounded time,bounded time,7
Bpmn,bpmn,7
Brachypodium distachyon,brachypodium distachyon,7
Brachytherapy,brachytherapy,7
Bradley–Terry model,bradley terry model,7
Brain modeling,brain modeling,7
Brain morphometry,brain morphometry,7
Brain signal,brain signal,7
Braking system,braking system,7
Branch divergence,branch divergence,7
Branch trace,branch trace,7
Branching fraction,branching fraction,7
Branding,branding,7
Breast cancer diagnosis,breast cancer diagnosis,7
Breeder genetic algorithm,breeder genetic algorithm,7
Bricks and clicks,bricks and clicks,7
Brief paper,brief paper,7
Bristle,bristle,7
Broad application,broad application,7
Broad implication,broad implication,7
Broadcast data,broadcast data,7
Broadcast disks,broadcast disks,7
Broadcast scheduling problem,broadcast scheduling problem,7
Broader implication,broader implication,7
Browsers,browsers,7
Brusselator,brusselator,7
Bruton's tyrosine kinase,bruton s tyrosine kinase,7
Buffer pool,buffer pool,7
Buffer sizes,buffer sizes,7
Buffer sizing,buffer sizing,7
Bug discovery,bug discovery,7
Bug localization,bug localization,7
Building agent,building agent,7
Building envelope,building envelope,7
Built-in camera,built in camera,7
Bumping,bumping,7
Burgers vortex,burgers vortex,7
Burkholderia,burkholderia,7
Business decision,business decision,7
Business game,business game,7
Business knowledge,business knowledge,7
Business models,business models,7
Business requirement,business requirement,7
Buy-at-bulk network design,buy at bulk network design,7
Bytecode rewriting,bytecode rewriting,7
C-4,c 4,7
C. elegans,c elegans,7
CAAT box,caat box,7
Cache architecture,cache architecture,7
Cache line size,cache line size,7
Cache oblivious algorithms,cache oblivious algorithms,7
Cad databases,cad databases,7
Cad environment,cad environment,7
Cad software,cad software,7
Cadaver,cadaver,7
Cadherin,cadherin,7
Calabi yau,calabi yau,7
Calibration and validation,calibration and validation,7
Calibration pattern,calibration pattern,7
Call for bids,call for bids,7
Caloric theory,caloric theory,7
Cam system,cam system,7
Camera sensor,camera sensor,7
Cancer metastasis,cancer metastasis,7
Cancer prevention,cancer prevention,7
Cancer progression,cancer progression,7
Cancer study,cancer study,7
Canonical problem,canonical problem,7
Canonical signed digit,canonical signed digit,7
Cantilevers,cantilevers,7
Capability system,capability system,7
Capacitive micromachined ultrasonic transducers,capacitive micromachined ultrasonic transducers,7
Capacitive sensor,capacitive sensor,7
Capillary number,capillary number,7
Capillary pressure,capillary pressure,7
Capital accumulation,capital accumulation,7
Capsule Endoscopes,capsule endoscopes,7
Carbachol,carbachol,7
Carbon emission,carbon emission,7
Cardiac imaging,cardiac imaging,7
Cardiac muscle,cardiac muscle,7
Cardioid,cardioid,7
Care setting,care setting,7
Careful study,careful study,7
Caribbean island,caribbean island,7
Carica,carica,7
Carrier interferometry,carrier interferometry,7
Carrier protein,carrier protein,7
Carrier-to-noise ratio,carrier to noise ratio,7
Cartan matrix,cartan matrix,7
Cartel,cartel,7
Cascade classifier,cascade classifier,7
Cash flow forecasting,cash flow forecasting,7
Cast iron,cast iron,7
Caste,caste,7
Catabolism,catabolism,7
Catadioptric,catadioptric,7
Catalytic triad,catalytic triad,7
Categorical algebra,categorical algebra,7
Category utility,category utility,7
Cathodic protection,cathodic protection,7
Causal induction,causal induction,7
Cause analysis,cause analysis,7
Cbir system,cbir system,7
Cbr,cbr,7
Ccd image sensors,ccd image sensors,7
Ccitt recommendation x,ccitt recommendation x,7
Cd,cd,7
CDC42,cdc42,7
CDIO,cdio,7
Cdn,cdn,7
Cdna sequence,cdna sequence,7
Cdot n,cdot n,7
Cell aggregation,cell aggregation,7
Cell cortex,cell cortex,7
Cell cycle checkpoint,cell cycle checkpoint,7
Cell function,cell function,7
Cell motion,cell motion,7
Cell placement,cell placement,7
Cell search,cell search,7
Cell type specific,cell type specific,7
Cellular composition,cellular composition,7
Cellular protein,cellular protein,7
Cellular topology,cellular topology,7
Census data,census data,7
Centipede game,centipede game,7
Central projection,central projection,7
Central result,central result,7
Centralized scheduler,centralized scheduler,7
Centripetal force,centripetal force,7
Centroids,centroids,7
Cep application,cep application,7
Cep system,cep system,7
Cepstral analysis,cepstral analysis,7
Cerebrospinal fluid,cerebrospinal fluid,7
Certain approximation procedure,certain approximation procedure,7
Certain graph,certain graph,7
Certain operation,certain operation,7
Certain part,certain part,7
Certain structure,certain structure,7
Certain value,certain value,7
Certifying algorithm,certifying algorithm,7
Cervical cells,cervical cells,7
Cervical spine,cervical spine,7
Cfd simulation,cfd simulation,7
Chain reaction,chain reaction,7
Chalcolithic,chalcolithic,7
Challenge point framework,challenge point framework,7
Challenging aspect,challenging aspect,7
Change color,change color,7
Change history,change history,7
Change-Point Analysis,change point analysis,7
Channel resource,channel resource,7
Channel surfing,channel surfing,7
Channel switching,channel switching,7
Channelized,channelized,7
Chaotic attractor,chaotic attractor,7
Chaotic encryption,chaotic encryption,7
Chaotic neuron,chaotic neuron,7
Character segmentation,character segmentation,7
Character theory,character theory,7
Characteristic curve,characteristic curve,7
Characteristic set,characteristic set,7
Charge amplifier,charge amplifier,7
Charge injection,charge injection,7
Charlier polynomials,charlier polynomials,7
Charts,charts,7
Chemical exposure,chemical exposure,7
Chemical formula,chemical formula,7
Chemical imaging,chemical imaging,7
Chemical library,chemical library,7
Chemical models,chemical models,7
Chemical modification,chemical modification,7
Chemical solution,chemical solution,7
Chemical warfare,chemical warfare,7
Chemokine receptor,chemokine receptor,7
Chest radiograph,chest radiograph,7
Chief series,chief series,7
Chinese document,chinese document,7
Chinese grammar,chinese grammar,7
Chinese room argument,chinese room argument,7
Chinese-to-english translation,chinese to english translation,7
Chinese user,chinese user,7
Chip designer,chip designer,7
Chip-firing game,chip firing game,7
Choice based conjoint,choice based conjoint,7
Choice functions,choice functions,7
Choking,choking,7
Cholesterylester transfer protein,cholesterylester transfer protein,7
Choreography (dance),choreography,7
Chou–Fasman method,chou fasman method,7
Chromogenic,chromogenic,7
Chronic gastritis,chronic gastritis,7
Chronic illness,chronic illness,7
Chronic myelogenous leukemia,chronic myelogenous leukemia,7
CIMOSA,cimosa,7
Cipher system,cipher system,7
Circuit c,circuit c,7
Circuit functionality,circuit functionality,7
Circuit modeling,circuit modeling,7
Circuit synthesis,circuit synthesis,7
Circuit yield,circuit yield,7
Circulant graphs,circulant graphs,7
Circular DNA,circular dna,7
Circular flow of income,circular flow of income,7
City environment,city environment,7
Cladistics,cladistics,7
Class Comparison,class comparison,7
Class field theory,class field theory,7
Class library,class library,7
Class management,class management,7
Classful network,classful network,7
Classical architecture,classical architecture,7
Classical Chinese,classical chinese,7
Classical computer,classical computer,7
Classical information,classical information,7
Classical setting,classical setting,7
Classical test theory,classical test theory,7
Classification effectiveness,classification effectiveness,7
Classification function,classification function,7
Classification learning,classification learning,7
Classification rule mining,classification rule mining,7
Classroom use,classroom use,7
Claw-free,claw free,7
Clay animation,clay animation,7
Clean energy,clean energy,7
Clean separation,clean separation,7
Clear advantage,clear advantage,7
Click graph,click graph,7
Client code,client code,7
Clinical document,clinical document,7
Clipping (photography),clipping,7
Clique complex,clique complex,7
Clock distribution networks,clock distribution networks,7
Clock mesh,clock mesh,7
Clock validation,clock validation,7
Close coupling,close coupling,7
Closed convex function,closed convex function,7
Closed loop system,closed loop system,7
Closing (morphology),closing,7
Closures,closures,7
Cloud application,cloud application,7
Cloud broker,cloud broker,7
Cloud modeling,cloud modeling,7
Cloud robotics,cloud robotics,7
CLTC,cltc,7
Cluster architecture,cluster architecture,7
Cluster data,cluster data,7
Cluster detection,cluster detection,7
Cluster expansion,cluster expansion,7
Cluster graph,cluster graph,7
Cluster grouping,cluster grouping,7
Cluster membership,cluster membership,7
Cluster model,cluster model,7
Cluster synchronization,cluster synchronization,7
Clustering criterion,clustering criterion,7
Clustering system,clustering system,7
Cmos combinational circuit,cmos combinational circuit,7
Cmos logic,cmos logic,7
Cmos transistor,cmos transistor,7
Cmos vlsi circuit,cmos vlsi circuit,7
Cnf satisfiability,cnf satisfiability,7
Co-development,co development,7
Co evolution,co evolution,7
Coalgebraic logic,coalgebraic logic,7
Coalition logic,coalition logic,7
Coarse-grained reconfigurable architecture,coarse grained reconfigurable architecture,7
Coarse mesh,coarse mesh,7
Cochlear amplifier,cochlear amplifier,7
Cockroach,cockroach,7
Cocomparability graph,cocomparability graph,7
Code growth,code growth,7
Code level,code level,7
Code selection,code selection,7
Code synthesis,code synthesis,7
Code Translation,code translation,7
Coding method,coding method,7
Coding sequence,coding sequence,7
Codon bias,codon bias,7
Codon degeneracy,codon degeneracy,7
Coefficient of friction,coefficient of friction,7
Coevolutionary algorithm,coevolutionary algorithm,7
Cognitive activity,cognitive activity,7
Cognitive processing,cognitive processing,7
Cognitive research,cognitive research,7
Cognitive state,cognitive state,7
Cognitive tutor,cognitive tutor,7
Coherence theorem,coherence theorem,7
Coherent framework,coherent framework,7
Coherent risk measure,coherent risk measure,7
Cohesin,cohesin,7
Cohort studies,cohort studies,7
Coimage,coimage,7
Collaboration network,collaboration network,7
Collaborative mapping,collaborative mapping,7
Collaborative method,collaborative method,7
Collaborative optimization,collaborative optimization,7
Collaborative ranking,collaborative ranking,7
Collaborative recommendation,collaborative recommendation,7
Collaborative technology,collaborative technology,7
Collaborative web search,collaborative web search,7
Collective communication operation,collective communication operation,7
Collective inference,collective inference,7
Collective opinion,collective opinion,7
College curriculum,college curriculum,7
College instruction,college instruction,7
Collimator,collimator,7
Collision-induced dissociation,collision induced dissociation,7
Collision risk,collision risk,7
Colloquialism,colloquialism,7
Colon neoplasm,colon neoplasm,7
Colonoscopy,colonoscopy,7
Color compensation,color compensation,7
Color cues,color cues,7
Color description,color description,7
Color rendering index,color rendering index,7
Color representation,color representation,7
Color transformation,color transformation,7
Colored gaussian noise,colored gaussian noise,7
Colour developer,colour developer,7
Colour information,colour information,7
Colposcopy,colposcopy,7
Coma,coma,7
Combinatorial number theory,combinatorial number theory,7
Combinatorial pattern matching,combinatorial pattern matching,7
Combinatorial result,combinatorial result,7
Combinatory categorial grammars,combinatory categorial grammars,7
Combined algorithm,combined algorithm,7
Combined result,combined result,7
Combined technique,combined technique,7
Comic strips,comic strips,7
Coming decade,coming decade,7
Comma-Separated Values,comma separated values,7
Command pattern,command pattern,7
Commercial bank,commercial bank,7
Commercial environment,commercial environment,7
Commercial policy,commercial policy,7
Commercial use,commercial use,7
Commodity component,commodity component,7
Commodity market,commodity market,7
Common Access Card,common access card,7
Common characteristic,common characteristic,7
Common disease,common disease,7
Common disease-common variant,common disease common variant,7
Common example,common example,7
Common form,common form,7
Common gate,common gate,7
Common object request broker,common object request broker,7
Common operation,common operation,7
Common pilot channel,common pilot channel,7
Common pitfall,common pitfall,7
Common platform,common platform,7
Common query,common query,7
Common reference string model,common reference string model,7
Common Rule,common rule,7
Common Scrambling Algorithm,common scrambling algorithm,7
Common-sense knowledge,common sense knowledge,7
Common subexpressions,common subexpressions,7
Common subsumers,common subsumers,7
Common theme,common theme,7
Common vocabulary,common vocabulary,7
Communication aid,communication aid,7
Communication algorithm,communication algorithm,7
Communication endpoint,communication endpoint,7
Communication path,communication path,7
Communication request,communication request,7
Communication schedule,communication schedule,7
Communication sciences,communication sciences,7
Communicative goal,communicative goal,7
Community collaboration,community collaboration,7
Community composition,community composition,7
Community interaction,community interaction,7
Community networks,community networks,7
Commutative diagram,commutative diagram,7
Compact closed category,compact closed category,7
Compact description,compact description,7
Compact object,compact object,7
Compact test set,compact test set,7
Comparable system,comparable system,7
Comparative literature,comparative literature,7
Comparative performance,comparative performance,7
Comparative sentence,comparative sentence,7
Comparative sequence analysis,comparative sequence analysis,7
Comparison principle,comparison principle,7
Comparison result,comparison result,7
Competing method,competing method,7
Competitive,competitive,7
Competitive interaction,competitive interaction,7
Competitive proposal,competitive proposal,7
Complementary media,complementary media,7
Complementary technique,complementary technique,7
Complete axiom system,complete axiom system,7
Complete search,complete search,7
Complex analysis technique,complex analysis technique,7
Complex biological network,complex biological network,7
Complex event recognition,complex event recognition,7
Complex feature,complex feature,7
Complex hardware,complex hardware,7
Complex logarithm,complex logarithm,7
Complex nature,complex nature,7
Complex needs,complex needs,7
Complex numbers,complex numbers,7
Complex scenario,complex scenario,7
Complex search space,complex search space,7
Complex search task,complex search task,7
Complex situation,complex situation,7
Complex topic,complex topic,7
Complex transformation,complex transformation,7
Complex workflows,complex workflows,7
Complexity assumption,complexity assumption,7
Complexity dichotomy,complexity dichotomy,7
Complexity metrics,complexity metrics,7
Complexity theoretic assumption,complexity theoretic assumption,7
Compliance problem,compliance problem,7
Complicated problem,complicated problem,7
Component architecture,component architecture,7
Component-based design,component based design,7
Component framework,component framework,7
Component level,component level,7
Component type,component type,7
Componential analysis,componential analysis,7
Composite beams,composite beams,7
Composite model,composite model,7
Composite web service,composite web service,7
Composition series,composition series,7
Compound heterozygosity,compound heterozygosity,7
Compound term processing,compound term processing,7
Compound word,compound word,7
Comprehensive experimental study,comprehensive experimental study,7
Compression efficiency,compression efficiency,7
Compressive imaging,compressive imaging,7
Computable sequence,computable sequence,7
Computation resource,computation resource,7
Computational application,computational application,7
Computational complexity analysis,computational complexity analysis,7
Computational implementation,computational implementation,7
Computational infrastructure,computational infrastructure,7
Computational intractability,computational intractability,7
Computational learning,computational learning,7
Computational lexicon,computational lexicon,7
Computational methods,computational methods,7
Computational modelling,computational modelling,7
Computational platform,computational platform,7
Computational results,computational results,7
Computational social science,computational social science,7
Computational viewpoint,computational viewpoint,7
Computationally hard problem,computationally hard problem,7
Computationally simple,computationally simple,7
Computations in finite fields,computations in finite fields,7
Compute kernel,compute kernel,7
Computed torque control,computed torque control,7
Computer aided learning,computer aided learning,7
Computer architecture course,computer architecture course,7
Computer architectures,computer architectures,7
Computer display standard,computer display standard,7
Computer engineering education,computer engineering education,7
Computer integration,computer integration,7
Computer interaction,computer interaction,7
Computer keyboard,computer keyboard,7
Computer maintenance,computer maintenance,7
Computer measurement,computer measurement,7
Computer package,computer package,7
Computer programming course,computer programming course,7
Computer science concept,computer science concept,7
Computer vision approach,computer vision approach,7
Computer vision tasks,computer vision tasks,7
Computerized analysis,computerized analysis,7
Computerized tomography,computerized tomography,7
Computing node,computing node,7
Concave-convex procedure,concave convex procedure,7
Concept description language,concept description language,7
Concept of operations,concept of operations,7
Conceptual analysis,conceptual analysis,7
Conceptual dictionary,conceptual dictionary,7
Conceptual frame,conceptual frame,7
Conceptual modelling,conceptual modelling,7
Conceptual understanding,conceptual understanding,7
Concrete problem,concrete problem,7
Concrete system,concrete system,7
Concurrent analysis,concurrent analysis,7
Concurrent application,concurrent application,7
Concurrent fault simulation,concurrent fault simulation,7
Concurrent game,concurrent game,7
Concurrent library,concurrent library,7
Concurrent lines,concurrent lines,7
Concurrent operation,concurrent operation,7
Concurrent prolog,concurrent prolog,7
Concurrent setting,concurrent setting,7
Concurrent thread,concurrent thread,7
Concurrent transaction,concurrent transaction,7
Concurrent transmission,concurrent transmission,7
Concurrent updates,concurrent updates,7
Concurrent validity,concurrent validity,7
Conditional planning,conditional planning,7
Conference program,conference program,7
Conference theme,conference theme,7
Confidence threshold,confidence threshold,7
Confidential data,confidential data,7
Confidentiality protection,confidentiality protection,7
Configuration interaction,configuration interaction,7
Configuration optimization,configuration optimization,7
Configuration selection,configuration selection,7
Confinement,confinement,7
Conformable matrix,conformable matrix,7
Conformal prediction,conformal prediction,7
Conformant planning,conformant planning,7
Confounding effect,confounding effect,7
Congestion reduction,congestion reduction,7
Congruence class,congruence class,7
Conjugate functions,conjugate functions,7
Connected health,connected health,7
Connection graph,connection graph,7
Connectionist,connectionist,7
Connectivity constraint,connectivity constraint,7
Consanguinity,consanguinity,7
Consensus decision-making,consensus decision making,7
Consensus protocol,consensus protocol,7
Consensus structure,consensus structure,7
Conservative result,conservative result,7
Considerable number,considerable number,7
Considerable performance improvement,considerable performance improvement,7
Consistent manner,consistent manner,7
Consistent pattern,consistent pattern,7
Consistent performance,consistent performance,7
Constant approximation algorithm,constant approximation algorithm,7
Constant competitive ratio,constant competitive ratio,7
Constant intensity,constant intensity,7
Constituent structure,constituent structure,7
Constitutional state,constitutional state,7
Constitutionalism,constitutionalism,7
Constraint propagation technique,constraint propagation technique,7
Constraint resolution,constraint resolution,7
Construction algorithm,construction algorithm,7
Consumer education,consumer education,7
Consumer law,consumer law,7
Contact,contact,7
Contact inhibition,contact inhibition,7
Contact matrix,contact matrix,7
Contact model,contact model,7
Contact resistance,contact resistance,7
Content analytics,content analytics,7
Content learning,content learning,7
Content protection,content protection,7
Content quality,content quality,7
Content server,content server,7
Contest design,contest design,7
Context feature,context feature,7
Context menu,context menu,7
Context modelling,context modelling,7
Context similarity,context similarity,7
Context technique,context technique,7
Context unification,context unification,7
Contextual Associations,contextual associations,7
Contextual integrity,contextual integrity,7
Contextual patterns,contextual patterns,7
Contextual search,contextual search,7
Contextual variable,contextual variable,7
Contingency tables,contingency tables,7
Contingent vote,contingent vote,7
Continued development,continued development,7
Continuous lattice,continuous lattice,7
Continuous measurement,continuous measurement,7
Continuous relaxation,continuous relaxation,7
Continuous solution,continuous solution,7
Continuous time system,continuous time system,7
Continuum hypothesis,continuum hypothesis,7
Contour representation,contour representation,7
Contrast resolution,contrast resolution,7
Control condition,control condition,7
Control flow diagram,control flow diagram,7
Control oriented,control oriented,7
Control packet,control packet,7
Control period,control period,7
Control principle,control principle,7
Control protocol,control protocol,7
Control set,control set,7
Control system analysis computing,control system analysis computing,7
Controlled system,controlled system,7
Convenient method,convenient method,7
Convenient tool,convenient tool,7
Conventional implementation,conventional implementation,7
Convergence in probability,convergence in probability,7
Conversational style,conversational style,7
Converse implication,converse implication,7
Convex constraint,convex constraint,7
Convex duality,convex duality,7
Convex relaxations,convex relaxations,7
Convexity property,convexity property,7
Convolution filter,convolution filter,7
Convolutional network,convolutional network,7
Cooperation model,cooperation model,7
Cooperative agents,cooperative agents,7
Cooperative communications,cooperative communications,7
Cooperative decision making,cooperative decision making,7
Cooperative network,cooperative network,7
Coordination complex,coordination complex,7
Coordination languages,coordination languages,7
Cordic algorithm,cordic algorithm,7
Core algorithm,core algorithm,7
Core Facility,core facility,7
Coreference resolution system,coreference resolution system,7
Coreflective subcategory,coreflective subcategory,7
Cornell university,cornell university,7
Corpora,corpora,7
Corpus annotation,corpus annotation,7
Correct execution,correct execution,7
Correct name,correct name,7
Correct output,correct output,7
Correctness condition,correctness condition,7
Correlated pattern,correlated pattern,7
Correlation factor,correlation factor,7
Correlation inequality,correlation inequality,7
Correlation test,correlation test,7
Correlational analysis,correlational analysis,7
Corresponding decision problem,corresponding decision problem,7
Corresponding program,corresponding program,7
Cortical architecture,cortical architecture,7
Cortical spreading depression,cortical spreading depression,7
Cost centre,cost centre,7
Cost factor,cost factor,7
Cost leadership,cost leadership,7
Cost-sharing mechanism,cost sharing mechanism,7
Cots component,cots component,7
Counterattack,counterattack,7
Counterpropagation network,counterpropagation network,7
Coupling noise,coupling noise,7
Course offering,course offering,7
Covariant derivative,covariant derivative,7
Cover image,cover image,7
Coverage criterion,coverage criterion,7
Covering system,covering system,7
CP violation,cp violation,7
Cpu usage,cpu usage,7
Cpu utilization,cpu utilization,7
Cqa service,cqa service,7
Cray-1,cray 1,7
Crcw pram,crcw pram,7
Creative behavior,creative behavior,7
Creativity support tool,creativity support tool,7
CREB-binding protein,creb binding protein,7
Credentialing,credentialing,7
Credit default swap,credit default swap,7
Crime rate,crime rate,7
Criminal behavior,criminal behavior,7
Critical appraisal,critical appraisal,7
Critical cartography,critical cartography,7
Critical delay,critical delay,7
Critical function,critical function,7
Critical heat flux,critical heat flux,7
Critical look,critical look,7
Critical node,critical node,7
Critical paths,critical paths,7
Critical practice,critical practice,7
Critical property,critical property,7
Critical speed,critical speed,7
Cross bar switch,cross bar switch,7
Cross-cutting,cross cutting,7
Cross fertilization,cross fertilization,7
Cross-layer approach,cross layer approach,7
Cross matching,cross matching,7
Cross section (physics),cross section,7
Crosswind,crosswind,7
Crowd modeling,crowd modeling,7
Crowdsourcing system,crowdsourcing system,7
Crucial aspect,crucial aspect,7
Crucial importance,crucial importance,7
Cryptographic construction,cryptographic construction,7
Cryptographic device,cryptographic device,7
Cryptographic hardware,cryptographic hardware,7
Cryptographic property,cryptographic property,7
Crystal plasticity,crystal plasticity,7
Cs classroom,cs classroom,7
Cs educator,cs educator,7
Csr,csr,7
Ctl formula,ctl formula,7
Cubes,cubes,7
Cultural divide,cultural divide,7
Cultural intelligence,cultural intelligence,7
Cultural sensitivity,cultural sensitivity,7
Cultural shift,cultural shift,7
Current constraint,current constraint,7
Current consumption,current consumption,7
Current development,current development,7
Current event,current event,7
Current image,current image,7
Current internet,current internet,7
Current level,current level,7
Current product,current product,7
Current progress,current progress,7
Current use,current use,7
Current vector,current vector,7
Current web,current web,7
Curricula,curricula,7
Curriculum planning,curriculum planning,7
Curvature information,curvature information,7
Curve alignment,curve alignment,7
Custom integrated circuit,custom integrated circuit,7
Custom sizing,custom sizing,7
Customer data,customer data,7
Cutaneous biology,cutaneous biology,7
CUTEr,cuter,7
Cybersquatting,cybersquatting,7
Cyberstalking,cyberstalking,7
Cycle c,cycle c,7
Cyclic convolution,cyclic convolution,7
Cyclic coordinate descent,cyclic coordinate descent,7
Cyclic difference set,cyclic difference set,7
Cyclic nucleotide-binding domain,cyclic nucleotide binding domain,7
Cyclic symmetry,cyclic symmetry,7
Cyclin-dependent kinase 1,cyclin dependent kinase 1,7
Cynicism,cynicism,7
Cyst,cyst,7
Cysteine protease,cysteine protease,7
Cytoscape plugin manager,cytoscape plugin manager,7
D channel,d channel,7
D-Wave Two,d wave two,7
Da system,da system,7
Daily use,daily use,7
Dance education,dance education,7
Dangling else,dangling else,7
Darpa internet,darpa internet,7
Data analysis application,data analysis application,7
Data authentication,data authentication,7
Data bus,data bus,7
Data centric storage,data centric storage,7
Data chunk,data chunk,7
Data coherence,data coherence,7
Data Correlations,data correlations,7
Data dependencies,data dependencies,7
Data dimensionality reduction,data dimensionality reduction,7
Data fidelity,data fidelity,7
Data identification,data identification,7
Data loggers,data loggers,7
Data management community,data management community,7
Data masking,data masking,7
Data mining researcher,data mining researcher,7
Data mining technology,data mining technology,7
Data physicalization,data physicalization,7
Data products,data products,7
Data reporting,data reporting,7
Data resource,data resource,7
Data stream application,data stream application,7
Data stream system,data stream system,7
Data table,data table,7
Data transfers,data transfers,7
Database as a service,database as a service,7
Database forensics,database forensics,7
Database information,database information,7
Database integrity,database integrity,7
Database record,database record,7
Database semantics,database semantics,7
Datacenter networks,datacenter networks,7
Dataflow graph,dataflow graph,7
Datalog query,datalog query,7
Daunting task,daunting task,7
Day workshop,day workshop,7
Db2 universal database,db2 universal database,7
De bruijn network,de bruijn network,7
De dicto and de re,de dicto and de re,7
De novo assembly,de novo assembly,7
Dead-end elimination,dead end elimination,7
Dead store,dead store,7
Deadband,deadband,7
Deadlines,deadlines,7
Deadlock analysis,deadlock analysis,7
Deadlock prevention,deadlock prevention,7
